,Vietnamese,Positive,Negative,"Anger
/ tức giận","Anticipation
/ Hi vọng","Disgust
/ chán ghét","Fear
/ sợ hãi","Joy
/ thích thú","Sadness
/ buồn bã","Surprise
/ ngạc nhiên","Trust
/ tin tưởng",
,bị trị vì,0,0,0,0,0,0,0,0,0,0,0
,bị trùm,0,0,0,0,0,0,0,0,0,0,0
,bị trùm lại,0,0,0,0,0,0,0,0,0,0,0
esoteric,bí truyền,0,0,0,0,0,0,0,0,0,0,0
wet,bị ướt,0,0,0,0,0,0,0,0,0,0,0
,bị xẻ,0,0,0,0,0,0,0,0,0,0,0
billiards,bida,0,0,0,0,0,0,0,0,0,0,0
,biên,0,0,0,0,0,0,0,0,0,0,0
,biến,0,0,0,0,0,0,0,0,0,0,0
,biến động,0,0,0,0,0,0,0,0,0,0,0
frontier,biên giới,0,0,0,0,0,0,0,0,0,0,0
transmutation,biến hóa,0,0,0,0,0,0,0,0,0,0,0
editorial,biên tập,0,0,0,0,0,0,0,0,0,0,0
,biến thái,0,0,0,0,0,0,0,0,0,0,0
,biến tính,0,0,0,0,0,0,0,0,0,0,0
ascertained,biết chắc,0,0,0,0,0,0,0,0,0,0,0
,biết chữ,0,0,0,0,0,0,0,0,0,0,0
,biết dự phòng,0,0,0,0,0,0,0,0,0,0,0
,biết kiềm chế,0,0,0,0,0,0,0,0,0,0,0
,biết lo trước,0,0,0,0,0,0,0,0,0,0,0
,biết nghe lời,0,0,0,0,0,0,0,0,0,0,0
,biết phân biệt,0,0,0,0,0,0,0,0,0,0,0
,biết suy xét,0,0,0,0,0,0,0,0,0,0,0
,biết vâng lời,0,0,0,0,0,0,0,0,0,0,0
expressive,biểu cảm,0,0,0,0,0,0,0,0,0,0,0
,biểu tượng,0,0,0,0,0,0,0,0,0,0,0
,bình an vô sự,0,0,0,0,0,0,0,0,0,0,0
,bình dân,0,0,0,0,0,0,0,0,0,0,0
armature,binh giáp,0,0,0,0,0,0,0,0,0,0,0
,bình lặng,0,0,0,0,0,0,0,0,0,0,0
expository,bình luận,0,0,0,0,0,0,0,0,0,0,0
,bình ổn,0,0,0,0,0,0,0,0,0,0,0
,bình quân,0,0,0,0,0,0,0,0,0,0,0
,bình thường,0,0,0,0,0,0,0,0,0,0,0
bitumen,bitum,0,0,0,0,0,0,0,0,0,0,0
,bổ,0,0,0,0,0,0,0,0,0,0,0
triad,bộ ba,0,0,0,0,0,0,0,0,0,0,0
truncated,bỏ bớt,0,0,0,0,0,0,0,0,0,0,0
beetle,bọ cánh cứng,0,0,0,0,0,0,0,0,0,0,0
apostate,bỏ đạo,0,0,0,0,0,0,0,0,0,0,0
,bỏ dép ra,0,0,0,0,0,0,0,0,0,0,0
uniform,bộ đồng phục,0,0,0,0,0,0,0,0,0,0,0
,bổ dưỡng,0,0,0,0,0,0,0,0,0,0,0
,bỏ ngỏ,0,0,0,0,0,0,0,0,0,0,0
,bộ phận,0,0,0,0,0,0,0,0,0,0,0
bison,bò rừng,0,0,0,0,0,0,0,0,0,0,0
,bó sát,0,0,0,0,0,0,0,0,0,0,0
,bọc,0,0,0,0,0,0,0,0,0,0,0
alight,bốc cháy,0,0,0,0,0,0,0,0,0,0,0
unloaded,bốc dỡ,0,0,0,0,0,0,0,0,0,0,0
,bốc đồng,0,0,0,0,0,0,0,0,0,0,0
,bọc đường,0,0,0,0,0,0,0,0,0,0,0
,bọc quanh,0,0,0,0,0,0,0,0,0,0,0
,bọc thép,0,0,0,0,0,0,0,0,0,0,0
background,Bối cảnh,0,0,0,0,0,0,0,0,0,0,0
accretion,bồi thêm,0,0,0,0,0,0,0,0,0,0,0
,bốn chân,0,0,0,0,0,0,0,0,0,0,0
,bong,0,0,0,0,0,0,0,0,0,0,0
,bóng,0,0,0,0,0,0,0,0,0,0,0
baseball,bóng chày,0,0,0,0,0,0,0,0,0,0,0
bladder,bọng đái,0,0,0,0,0,0,0,0,0,0,0
,bóng loáng,0,0,0,0,0,0,0,0,0,0,0
,bóp,0,0,0,0,0,0,0,0,0,0,0
bubbling,bọt,0,0,0,0,0,0,0,0,0,0,0
,bớt,0,0,0,0,0,0,0,0,0,0,0
,bột,0,0,0,0,0,0,0,0,0,0,0
,bự,0,0,0,0,0,0,0,0,0,0,0
,bùa,0,0,0,0,0,0,0,0,0,0,0
,bừa,0,0,0,0,0,0,0,0,0,0,0
bush,bụi gai,0,0,0,0,0,0,0,0,0,0,0
,bùn lầy,0,0,0,0,0,0,0,0,0,0,0
abdomen,bụng,0,0,0,0,0,0,0,0,0,0,0
hushed,bưng bít,0,0,0,0,0,0,0,0,0,0,0
,bừng bừng,0,0,0,0,0,0,0,0,0,0,0
,bụng phẳng,0,0,0,0,0,0,0,0,0,0,0
apace,bước dài,0,0,0,0,0,0,0,0,0,0,0
,bước đầu,0,0,0,0,0,0,0,0,0,0,0
,bước ngoặt,0,0,0,0,0,0,0,0,0,0,0
,buộc phải,0,0,0,0,0,0,0,0,0,0,0
afternoon,buổi chiều,0,0,0,0,0,0,0,0,0,0,0
commercial,buôn bán,0,0,0,0,0,0,0,0,0,0,0
drowsy,buồn ngủ,0,0,0,0,0,0,0,0,0,0,0
,buông tuồng,0,0,0,0,0,0,0,0,0,0,0
,búp măng,0,0,0,0,0,0,0,0,0,0,0
,c,0,0,0,0,0,0,0,0,0,0,0
,cả,0,0,0,0,0,0,0,0,0,0,0
bonnet,ca bô,0,0,0,0,0,0,0,0,0,0,0
,cả đêm,0,0,0,0,0,0,0,0,0,0,0
,cả đôi bên,0,0,0,0,0,0,0,0,0,0,0
,cả hai buổi,0,0,0,0,0,0,0,0,0,0,0
,cả năm,0,0,0,0,0,0,0,0,0,0,0
,cả ngày,0,0,0,0,0,0,0,0,0,0,0
,cả ngày lẫn đêm,0,0,0,0,0,0,0,0,0,0,0
tuna,cá ngừ,0,0,0,0,0,0,0,0,0,0,0
,cá nhân,0,0,0,0,0,0,0,0,0,0,0
,cả quyết,0,0,0,0,0,0,0,0,0,0,0
,cá thể,0,0,0,0,0,0,0,0,0,0,0
equidistant,cách đều,0,0,0,0,0,0,0,0,0,0,0
,cách mỗi,0,0,0,0,0,0,0,0,0,0,0
,cách quãng,0,0,0,0,0,0,0,0,0,0,0
aboard,cái bảng,0,0,0,0,0,0,0,0,0,0,0
,cái chính,0,0,0,0,0,0,0,0,0,0,0
head,cái đầu,0,0,0,0,0,0,0,0,0,0,0
basket,cái giỏ,0,0,0,0,0,0,0,0,0,0,0
tray,cái khay,0,0,0,0,0,0,0,0,0,0,0
back,cái lưng,0,0,0,0,0,0,0,0,0,0,0
bib,cái yếm,0,0,0,0,0,0,0,0,0,0,0
caloric,calo,0,0,0,0,0,0,0,0,0,0,0
,cấm dục,0,0,0,0,0,0,0,0,0,0,0
,cảm hàn,0,0,0,0,0,0,0,0,0,0,0
,cảm kích,0,0,0,0,0,0,0,0,0,0,0
camp,cắm trại,0,0,0,0,0,0,0,0,0,0,0
,căn,0,0,0,0,0,0,0,0,0,0,0
,cạn,0,0,0,0,0,0,0,0,0,0,0
,cân bằng tối ưu,0,0,0,0,0,0,0,0,0,0,0
,căn cốt,0,0,0,0,0,0,0,0,0,0,0
,can gián,0,0,0,0,0,0,0,0,0,0,0
,can hệ,0,0,0,0,0,0,0,0,0,0,0
,cặn kẽ,0,0,0,0,0,0,0,0,0,0,0
,cạn kiệt,0,0,0,0,0,0,0,0,0,0,0
,căn ngăn,0,0,0,0,0,0,0,0,0,0,0
,cản ngăn,0,0,0,0,0,0,0,0,0,0,0
grouse,cằn nhằn,0,0,0,0,0,0,0,0,0,0,0
,cân nhau,0,0,0,0,0,0,0,0,0,0,0
,cần nhiều ôxy,0,0,0,0,0,0,0,0,0,0,0
,cạn nước,0,0,0,0,0,0,0,0,0,0,0
,cạn sữa,0,0,0,0,0,0,0,0,0,0,0
,cần thiết,0,0,0,0,0,0,0,0,0,0,0
,cận xích đạo,0,0,0,0,0,0,0,0,0,0,0
,cân xứng,0,0,0,0,0,0,0,0,0,0,0
,căng,0,0,0,0,0,0,0,0,0,0,0
,cạnh,0,0,0,0,0,0,0,0,0,0,0
,cạnh bên,0,0,0,0,0,0,0,0,0,0,0
winged,cánh chim,0,0,0,0,0,0,0,0,0,0,0
,cánh hữu,0,0,0,0,0,0,0,0,0,0,0
,cạnh nhau,0,0,0,0,0,0,0,0,0,0,0
twig,cành nhỏ,0,0,0,0,0,0,0,0,0,0,0
,cánh tả,0,0,0,0,0,0,0,0,0,0,0
arable,canh tác,0,0,0,0,0,0,0,0,0,0,0
brachial,cánh tay,0,0,0,0,0,0,0,0,0,0,0
,cao áp,0,0,0,0,0,0,0,0,0,0,0
,cao đẳng,0,0,0,0,0,0,0,0,0,0,0
,cạo nhẵn,0,0,0,0,0,0,0,0,0,0,0
,cao niên,0,0,0,0,0,0,0,0,0,0,0
,cao thế,0,0,0,0,0,0,0,0,0,0,0
,cao tốc,0,0,0,0,0,0,0,0,0,0,0
,cao tuổi,0,0,0,0,0,0,0,0,0,0,0
grade,cấp,0,0,0,0,0,0,0,0,0,0,0
,cấp bách,0,0,0,0,0,0,0,0,0,0,0
,cấp dưới,0,0,0,0,0,0,0,0,0,0,0
,cấp tính,0,0,0,0,0,0,0,0,0,0,0
,cắt,0,0,0,0,0,0,0,0,0,0,0
,cát bụi,0,0,0,0,0,0,0,0,0,0,0
,cắt con chì,0,0,0,0,0,0,0,0,0,0,0
cut,cắt tỉa,0,0,0,0,0,0,0,0,0,0,0
,cầu,0,0,0,0,0,0,0,0,0,0,0
,cầu an,0,0,0,0,0,0,0,0,0,0,0
,cáu điên,0,0,0,0,0,0,0,0,0,0,0
beseech,cầu khẩn,0,0,0,0,0,0,0,0,0,0,0
,cầu kì,0,0,0,0,0,0,0,0,0,0,0
,cáu sườn,0,0,0,0,0,0,0,0,0,0,0
,cấu thành,0,0,0,0,0,0,0,0,0,0,0
,cáu tiết,0,0,0,0,0,0,0,0,0,0,0
implanted,cấy,0,0,0,0,0,0,0,0,0,0,0
,cay cay,0,0,0,0,0,0,0,0,0,0,0
heather,cây thạch thảo,0,0,0,0,0,0,0,0,0,0,0
arbor,cây thông,0,0,0,0,0,0,0,0,0,0,0
,cay xè,0,0,0,0,0,0,0,0,0,0,0
,chắc ăn,0,0,0,0,0,0,0,0,0,0,0
,chắc nình nịch,0,0,0,0,0,0,0,0,0,0,0
,chắc thắng,0,0,0,0,0,0,0,0,0,0,0
bottle,chai,0,0,0,0,0,0,0,0,0,0,0
,chai cứng,0,0,0,0,0,0,0,0,0,0,0
vinaigrette,chai đựng giấm,0,0,0,0,0,0,0,0,0,0,0
,chàm,0,0,0,0,0,0,0,0,0,0,0
dash,chạm,0,0,0,0,0,0,0,0,0,0,0
,chậm,0,0,0,0,0,0,0,0,0,0,0
,chân,0,0,0,0,0,0,0,0,0,0,0
,chẵn,0,0,0,0,0,0,0,0,0,0,0
block,chặn,0,0,0,0,0,0,0,0,0,0,0
,chân chính,0,0,0,0,0,0,0,0,0,0,0
,chán chường,0,0,0,0,0,0,0,0,0,0,0
,chăn gối,0,0,0,0,0,0,0,0,0,0,0
barefoot,chân không,0,0,0,0,0,0,0,0,0,0,0
breeding,chăn nuôi,0,0,0,0,0,0,0,0,0,0,0
,chẳng có một,0,0,0,0,0,0,0,0,0,0,0
,chao đảo,0,0,0,0,0,0,0,0,0,0,0
,chào đón,0,0,0,0,0,0,0,0,0,0,0
executive,chấp hành,0,0,0,0,0,0,0,0,0,0,0
,chật,0,0,0,0,0,0,0,0,0,0,0
,chặt,0,0,0,0,0,0,0,0,0,0,0
,chát chát,0,0,0,0,0,0,0,0,0,0,0
,chặt chịa,0,0,0,0,0,0,0,0,0,0,0
,chất chồng,0,0,0,0,0,0,0,0,0,0,0
truncate,chặt củi,0,0,0,0,0,0,0,0,0,0,0
,chất đống,0,0,0,0,0,0,0,0,0,0,0
diluent,chất pha loảng,0,0,0,0,0,0,0,0,0,0,0
detergent,chất tẩy rửa,0,0,0,0,0,0,0,0,0,0,0
,chay,0,0,0,0,0,0,0,0,0,0,0
,cháy,0,0,0,0,0,0,0,0,0,0,0
,chảy,0,0,0,0,0,0,0,0,0,0,0
,cháy khô,0,0,0,0,0,0,0,0,0,0,0
,chảy nước,0,0,0,0,0,0,0,0,0,0,0
,chay tịnh,0,0,0,0,0,0,0,0,0,0,0
,chảy xiết,0,0,0,0,0,0,0,0,0,0,0
,chẻ,0,0,0,0,0,0,0,0,0,0,0
diet,chế độ ăn kiêng,0,0,0,0,0,0,0,0,0,0,0
veiled,che kín mặt,0,0,0,0,0,0,0,0,0,0,0
clad,che phủ,0,0,0,0,0,0,0,0,0,0,0
,chếch,0,0,0,0,0,0,0,0,0,0,0
,"chệch choạc,",0,0,0,0,0,0,0,0,0,0,0
barge,chen lấn,0,0,0,0,0,0,0,0,0,0,0
,chếnh choáng,0,0,0,0,0,0,0,0,0,0,0
,chéo,0,0,0,0,0,0,0,0,0,0,0
,chéo góc,0,0,0,0,0,0,0,0,0,0,0
,chết dần,0,0,0,0,0,0,0,0,0,0,0
,chết dần chết mòn,0,0,0,0,0,0,0,0,0,0,0
transfixed,chết khiếp,0,0,0,0,0,0,0,0,0,0,0
,chết mê chết mệt,0,0,0,0,0,0,0,0,0,0,0
,chi,0,0,0,0,0,0,0,0,0,0,0
bode,chỉ điềm,0,0,0,0,0,0,0,0,0,0,0
indicative,chỉ thị,0,0,0,0,0,0,0,0,0,0,0
,chi tiết,0,0,0,0,0,0,0,0,0,0,0
,chí tử,0,0,0,0,0,0,0,0,0,0,0
divided,chia,0,0,0,0,0,0,0,0,0,0,0
,chia hai nhánh,0,0,0,0,0,0,0,0,0,0,0
divisible,chia hết cho,0,0,0,0,0,0,0,0,0,0,0
umbrella,chiếc ô,0,0,0,0,0,0,0,0,0,0,0
,chiều dài,0,0,0,0,0,0,0,0,0,0,0
,chiều dọc,0,0,0,0,0,0,0,0,0,0,0
,chiếu lệ,0,0,0,0,0,0,0,0,0,0,0
,chiều ngang,0,0,0,0,0,0,0,0,0,0,0
,chiều rộng,0,0,0,0,0,0,0,0,0,0,0
bird,chim,0,0,0,0,0,0,0,0,0,0,0
,chín nẫu,0,0,0,0,0,0,0,0,0,0,0
,chín ngấu,0,0,0,0,0,0,0,0,0,0,0
,chín rữa,0,0,0,0,0,0,0,0,0,0,0
,chính đáng,0,0,0,0,0,0,0,0,0,0,0
,chính mình,0,0,0,0,0,0,0,0,0,0,0
,chính thị,0,0,0,0,0,0,0,0,0,0,0
,chính thống,0,0,0,0,0,0,0,0,0,0,0
,chính thức,0,0,0,0,0,0,0,0,0,0,0
,chính yếu,0,0,0,0,0,0,0,0,0,0,0
,chỉnh yếu,0,0,0,0,0,0,0,0,0,0,0
,chịu ảnh hưởng,0,0,0,0,0,0,0,0,0,0,0
compressible,chịu nén,0,0,0,0,0,0,0,0,0,0,0
,chịu nước,0,0,0,0,0,0,0,0,0,0,0
,chịu thuế,0,0,0,0,0,0,0,0,0,0,0
bloodhound,chó săn,0,0,0,0,0,0,0,0,0,0,0
blank,chỗ trống,0,0,0,0,0,0,0,0,0,0,0
,choáng,0,0,0,0,0,0,0,0,0,0,0
droll,chọc cười,0,0,0,0,0,0,0,0,0,0,0
,chối,0,0,0,0,0,0,0,0,0,0,0
,chồm,0,0,0,0,0,0,0,0,0,0,0
,chờm,0,0,0,0,0,0,0,0,0,0,0
,chồm lên,0,0,0,0,0,0,0,0,0,0,0
,chờm lên,0,0,0,0,0,0,0,0,0,0,0
,chớm mắt cá,0,0,0,0,0,0,0,0,0,0,0
,chồm tới,0,0,0,0,0,0,0,0,0,0,0
,chờm tới,0,0,0,0,0,0,0,0,0,0,0
,chổng,0,0,0,0,0,0,0,0,0,0,0
,chồng chất,0,0,0,0,0,0,0,0,0,0,0
,chồng chất lên nhau,0,0,0,0,0,0,0,0,0,0,0
,chông gai,0,0,0,0,0,0,0,0,0,0,0
,chổng lên,0,0,0,0,0,0,0,0,0,0,0
,chống nạnh,0,0,0,0,0,0,0,0,0,0,0
,chống từ,0,0,0,0,0,0,0,0,0,0,0
,chóp,0,0,0,0,0,0,0,0,0,0,0
,chớp,0,0,0,0,0,0,0,0,0,0,0
bolt,chốt cửa,0,0,0,0,0,0,0,0,0,0,0
uncle,Chú,0,0,0,0,0,0,0,0,0,0,0
,chủ động,0,0,0,0,0,0,0,0,0,0,0
,chu kì,0,0,0,0,0,0,0,0,0,0,0
,chu kì sao,0,0,0,0,0,0,0,0,0,0,0
,chu kỳ,0,0,0,0,0,0,0,0,0,0,0
autograph,chữ ký,0,0,0,0,0,0,0,0,0,0,0
,chữ nghĩa,0,0,0,0,0,0,0,0,0,0,0
,chủ nghĩa cá nhân,0,0,0,0,0,0,0,0,0,0,0
,chữ nhật,0,0,0,0,0,0,0,0,0,0,0
annotate,chú thích,0,0,0,0,0,0,0,0,0,0,0
circumferential,chu vi,0,0,0,0,0,0,0,0,0,0,0
,chua,0,0,0,0,0,0,0,0,0,0,0
accommodate,chứa,0,0,0,0,0,0,0,0,0,0,0
,chửa,0,0,0,0,0,0,0,0,0,0,0
,chưa an bài,0,0,0,0,0,0,0,0,0,0,0
,chưa bão hoà,0,0,0,0,0,0,0,0,0,0,0
,chứa ba-zơ,0,0,0,0,0,0,0,0,0,0,0
curative,chữa bệnh,0,0,0,0,0,0,0,0,0,0,0
,chưa cắt tóc,0,0,0,0,0,0,0,0,0,0,0
,chưa chắc chắn,0,0,0,0,0,0,0,0,0,0,0
,chưa chế biến,0,0,0,0,0,0,0,0,0,0,0
,chưa chín,0,0,0,0,0,0,0,0,0,0,0
,chưa chín kĩ,0,0,0,0,0,0,0,0,0,0,0
,chưa có,0,0,0,0,0,0,0,0,0,0,0
,chưa có người thuê,0,0,0,0,0,0,0,0,0,0,0
,chưa có tiền lệ,0,0,0,0,0,0,0,0,0,0,0
,chưa đăng quang,0,0,0,0,0,0,0,0,0,0,0
,chưa đáo hạn,0,0,0,0,0,0,0,0,0,0,0
,chưa đến hạn,0,0,0,0,0,0,0,0,0,0,0
,chưa điều trị,0,0,0,0,0,0,0,0,0,0,0
,chưa định,0,0,0,0,0,0,0,0,0,0,0
,chưa định đoạt,0,0,0,0,0,0,0,0,0,0,0
,chưa đủ lông,0,0,0,0,0,0,0,0,0,0,0
,chưa dùng,0,0,0,0,0,0,0,0,0,0,0
,chưa dùng đến,0,0,0,0,0,0,0,0,0,0,0
unproven,chưa được chứng minh,0,0,0,0,0,0,0,0,0,0,0
,chưa được dọn,0,0,0,0,0,0,0,0,0,0,0
,chưa được dọn sạch,0,0,0,0,0,0,0,0,0,0,0
,chưa được khai thác,0,0,0,0,0,0,0,0,0,0,0
,chưa được rọc,0,0,0,0,0,0,0,0,0,0,0
,chưa được tận dụng,0,0,0,0,0,0,0,0,0,0,0
,chưa được tấn phong,0,0,0,0,0,0,0,0,0,0,0
,chưa được thanh toán,0,0,0,0,0,0,0,0,0,0,0
,chưa được trả,0,0,0,0,0,0,0,0,0,0,0
,chưa hẳn,0,0,0,0,0,0,0,0,0,0,0
,chưa hạn định,0,0,0,0,0,0,0,0,0,0,0
,chưa hoạn,0,0,0,0,0,0,0,0,0,0,0
,chưa hỏng,0,0,0,0,0,0,0,0,0,0,0
,chưa kết thúc,0,0,0,0,0,0,0,0,0,0,0
,chưa làm,0,0,0,0,0,0,0,0,0,0,0
,chưa làm lễ gia miện,0,0,0,0,0,0,0,0,0,0,0
,chưa lên da non,0,0,0,0,0,0,0,0,0,0,0
,chứa liên từ,0,0,0,0,0,0,0,0,0,0,0
,chưa lớn,0,0,0,0,0,0,0,0,0,0,0
unopened,chưa mở,0,0,0,0,0,0,0,0,0,0,0
,chứa muối,0,0,0,0,0,0,0,0,0,0,0
,chua như giấm,0,0,0,0,0,0,0,0,0,0,0
,chưa phát triển,0,0,0,0,0,0,0,0,0,0,0
,chưa sơn,0,0,0,0,0,0,0,0,0,0,0
,chưa thành hình,0,0,0,0,0,0,0,0,0,0,0
,chưa thiến,0,0,0,0,0,0,0,0,0,0,0
,chưa thuần,0,0,0,0,0,0,0,0,0,0,0
,chưa tôi,0,0,0,0,0,0,0,0,0,0,0
,chưa trưởng thành,0,0,0,0,0,0,0,0,0,0,0
,chưa từng thấy,0,0,0,0,0,0,0,0,0,0,0
,chưa xén lông,0,0,0,0,0,0,0,0,0,0,0
,chưa xong,0,0,0,0,0,0,0,0,0,0,0
,chưa xử lí,0,0,0,0,0,0,0,0,0,0,0
,chuẩn,0,0,0,0,0,0,0,0,0,0,0
,chuẩn bị,0,0,0,0,0,0,0,0,0,0,0
,chuẩn mực,0,0,0,0,0,0,0,0,0,0,0
,chuẩn xác,0,0,0,0,0,0,0,0,0,0,0
,chuếnh choáng,0,0,0,0,0,0,0,0,0,0,0
,chui,0,0,0,0,0,0,0,0,0,0,0
,chung chăn gối,0,0,0,0,0,0,0,0,0,0,0
,chung chung,0,0,0,0,0,0,0,0,0,0,0
apartment,chung cư,0,0,0,0,0,0,0,0,0,0,0
demonstrated,chứng minh,0,0,0,0,0,0,0,0,0,0,0
,chừng mừng,0,0,0,0,0,0,0,0,0,0,0
banana,chuối,0,0,0,0,0,0,0,0,0,0,0
bell,chuông,0,0,0,0,0,0,0,0,0,0,0
,chuyên,0,0,0,0,0,0,0,0,0,0,0
aught,chuyện,0,0,0,0,0,0,0,0,0,0,0
,chuyên cần,0,0,0,0,0,0,0,0,0,0,0
,chuyển điệu,0,0,0,0,0,0,0,0,0,0,0
convertible,chuyển đổi,0,0,0,0,0,0,0,0,0,0,0
,chuyển động,0,0,0,0,0,0,0,0,0,0,0
,chuyên dụng,0,0,0,0,0,0,0,0,0,0,0
diverting,chuyển hướng,0,0,0,0,0,0,0,0,0,0,0
,chuyển mình không ngừng,0,0,0,0,0,0,0,0,0,0,0
,chuyển mình liên tục,0,0,0,0,0,0,0,0,0,0,0
,chuyên ngành,0,0,0,0,0,0,0,0,0,0,0
,chuyên sâu,0,0,0,0,0,0,0,0,0,0,0
,chuyển vị,0,0,0,0,0,0,0,0,0,0,0
,cơ,0,0,0,0,0,0,0,0,0,0,0
,cổ,0,0,0,0,0,0,0,0,0,0,0
banner,cờ,0,0,0,0,0,0,0,0,0,0,0
,có âm tiết,0,0,0,0,0,0,0,0,0,0,0
,có ảnh hưởng,0,0,0,0,0,0,0,0,0,0,0
,có ba góc,0,0,0,0,0,0,0,0,0,0,0
,có bản quyền,0,0,0,0,0,0,0,0,0,0,0
,có băng,0,0,0,0,0,0,0,0,0,0,0
,có bao phấn,0,0,0,0,0,0,0,0,0,0,0
,cơ bắp,0,0,0,0,0,0,0,0,0,0,0
,có bắp thịt rắn chắc,0,0,0,0,0,0,0,0,0,0,0
,có ba-zơ,0,0,0,0,0,0,0,0,0,0,0
,có bề mặt trơn,0,0,0,0,0,0,0,0,0,0,0
,có bột,0,0,0,0,0,0,0,0,0,0,0
tufted,có búi,0,0,0,0,0,0,0,0,0,0,0
,có cảm giác,0,0,0,0,0,0,0,0,0,0,0
,có cấu trúc,0,0,0,0,0,0,0,0,0,0,0
,có chất,0,0,0,0,0,0,0,0,0,0,0
,có chất bổ,0,0,0,0,0,0,0,0,0,0,0
,có chất độc,0,0,0,0,0,0,0,0,0,0,0
,có chất độc hại,0,0,0,0,0,0,0,0,0,0,0
,có chất liệu bạc,0,0,0,0,0,0,0,0,0,0,0
,có chi,0,0,0,0,0,0,0,0,0,0,0
,có chiều hướng,0,0,0,0,0,0,0,0,0,0,0
,có chiều hướng về,0,0,0,0,0,0,0,0,0,0,0
,có cho đường,0,0,0,0,0,0,0,0,0,0,0
,có chóp,0,0,0,0,0,0,0,0,0,0,0
,có chớp,0,0,0,0,0,0,0,0,0,0,0
,có chóp nhọn,0,0,0,0,0,0,0,0,0,0,0
,có chu kì,0,0,0,0,0,0,0,0,0,0,0
,có chứa đồng,0,0,0,0,0,0,0,0,0,0,0
,có chức năng,0,0,0,0,0,0,0,0,0,0,0
,có chức năng vị ngữ,0,0,0,0,0,0,0,0,0,0,0
,có chừng,0,0,0,0,0,0,0,0,0,0,0
,có cơ sở,0,0,0,0,0,0,0,0,0,0,0
,có da không trắng,0,0,0,0,0,0,0,0,0,0,0
,có da màu,0,0,0,0,0,0,0,0,0,0,0
,có da mầu,0,0,0,0,0,0,0,0,0,0,0
condensed,cô đặc,0,0,0,0,0,0,0,0,0,0,0
,có đặc trưng lặp đi lặp lại,0,0,0,0,0,0,0,0,0,0,0
,cổ đại,0,0,0,0,0,0,0,0,0,0,0
,có đàm,0,0,0,0,0,0,0,0,0,0,0
,có dấu,0,0,0,0,0,0,0,0,0,0,0
,có đầu nhọn,0,0,0,0,0,0,0,0,0,0,0
,có đi có lại,0,0,0,0,0,0,0,0,0,0,0
,có địa chỉ,0,0,0,0,0,0,0,0,0,0,0
,có đích đến,0,0,0,0,0,0,0,0,0,0,0
,có điệu bộ sân khấu,0,0,0,0,0,0,0,0,0,0,0
,có đỉnh,0,0,0,0,0,0,0,0,0,0,0
,có đỉnh nhọn,0,0,0,0,0,0,0,0,0,0,0
,cô độc,0,0,0,0,0,0,0,0,0,0,0
,có đờm,0,0,0,0,0,0,0,0,0,0,0
,có đồng,0,0,0,0,0,0,0,0,0,0,0
,cô đọng,0,0,0,0,0,0,0,0,0,0,0
,có động lực,0,0,0,0,0,0,0,0,0,0,0
,có đường,0,0,0,0,0,0,0,0,0,0,0
,có đường khâu nối,0,0,0,0,0,0,0,0,0,0,0
,có gai,0,0,0,0,0,0,0,0,0,0,0
,co giãn,0,0,0,0,0,0,0,0,0,0,0
,có giáo dục,0,0,0,0,0,0,0,0,0,0,0
,có giới hạn,0,0,0,0,0,0,0,0,0,0,0
,có góc,0,0,0,0,0,0,0,0,0,0,0
,có góc cạnh,0,0,0,0,0,0,0,0,0,0,0
,có hai chân,0,0,0,0,0,0,0,0,0,0,0
,có hạt,0,0,0,0,0,0,0,0,0,0,0
,có hiệu lực hồi tố,0,0,0,0,0,0,0,0,0,0,0
,có hiệu lực trở về trước,0,0,0,0,0,0,0,0,0,0,0
,có hiệu nghiệm,0,0,0,0,0,0,0,0,0,0,0
,có hình cầu,0,0,0,0,0,0,0,0,0,0,0
,có hình chóp,0,0,0,0,0,0,0,0,0,0,0
conic,có hình nón,0,0,0,0,0,0,0,0,0,0,0
,có hình thuôn,0,0,0,0,0,0,0,0,0,0,0
,có hột,0,0,0,0,0,0,0,0,0,0,0
,có kế hoạch,0,0,0,0,0,0,0,0,0,0,0
,cố kết,0,0,0,0,0,0,0,0,0,0,0
,có kết nối,0,0,0,0,0,0,0,0,0,0,0
,có khả năng nảy,0,0,0,0,0,0,0,0,0,0,0
,có khả năng nẩy,0,0,0,0,0,0,0,0,0,0,0
,có khả năng sinh ra,0,0,0,0,0,0,0,0,0,0,0
,có khát vọng tình dục quá độ,0,0,0,0,0,0,0,0,0,0,0
,có khuynh hướng,0,0,0,0,0,0,0,0,0,0,0
,có kiến thức nông cạn,0,0,0,0,0,0,0,0,0,0,0
,cổ kính,0,0,0,0,0,0,0,0,0,0,0
contractile,co lại,0,0,0,0,0,0,0,0,0,0,0
,cô lập,0,0,0,0,0,0,0,0,0,0,0
,có lát,0,0,0,0,0,0,0,0,0,0,0
,có liên kết,0,0,0,0,0,0,0,0,0,0,0
,có liên quan,0,0,0,0,0,0,0,0,0,0,0
,có liên từ,0,0,0,0,0,0,0,0,0,0,0
,có lợi cho sức khoẻ,0,0,0,0,0,0,0,0,0,0,0
,có lông,0,0,0,0,0,0,0,0,0,0,0
,có lông tơ,0,0,0,0,0,0,0,0,0,0,0
,có lót,0,0,0,0,0,0,0,0,0,0,0
,có lực hấp dẫn,0,0,0,0,0,0,0,0,0,0,0
